SMILES,prediction
CC(=O)N1CCN(c2ccccc2)CC1,5.825081825256348
CN=C(N)Nc1ccccc1,5.480465888977051
CC(=NNN(=O)=O)Nc1ccccc1,6.078762054443359
CSc1ccccc1,5.8176774978637695
O=C(CO)Nc1ccccc1,5.599005699157715
SOc1ccccc1,5.785455703735352
CC(=O)Nc1ccccc1OCC(=O)Nc1ccccc1,5.476679801940918
CCCN(CCCCN)=Nc1ccccc1,5.749505996704102
CN(C)(c1ccccc1)c1ccccc1,5.738038539886475
CC(=O)Nc1ccccc1OCc1ccccc1,5.4554595947265625
O=C(O)Cc1ccccc1,5.9138078689575195
CC(=O)N(NCc1ccccc1)Nc1ccccc1,5.562460422515869
c1ccc2c(c1)CCN2,5.652834415435791
ON=C(Nc1ccccc1)Nc1ccccc1,5.483142852783203
CC(=S)NCc1ccccc1,6.099543571472168
CC1=CC=CC=CN1,6.240632057189941
CN(N)S(=O)(=O)Nc1ccccc1,5.865899085998535
c1c2ccccc2NCC1,5.804802894592285
CC(Cc1ccccc1)=NN,5.957606315612793
CCOc1ccccc1,5.889791965484619
c1ccc(NCCNc2ccccc2)cc1,5.534956932067871
O=C(NCc1ccccc1)c1ccccc1,6.150921821594238
CCC(=O)Nc1ccccc1Cc1ccccc1,5.414175510406494
NFc1ccccc1,5.801042079925537
CC=C(NC(=O)Nc1ccccc1)c1ccccc1,5.797087669372559
CC1=Nc2ccccc2O1,5.528565406799316
CC(=O)NCCCCCCCNc1ccccc1,5.665268898010254
CCCCCCCCCCCCCC(=O)Nc1ccccc1,5.448834419250488
Fc1ccccc1,5.820457935333252
CCCCCCn1cccc1,5.9471259117126465
COc1ccccc1NC(C)=O,5.35654354095459
CCC1=CC=CCN1CC(=O)Nc1ccccc1,5.7863874435424805
CC(=O)N(Cc1ccccc1)c1ccccc1,5.874622821807861
CCOc1ccccc1,5.889791965484619
CC(N)=Nc1ccccc1,5.574094295501709
CCCCNCc1ccccc1,6.111992835998535
O=C(NN=Cc1ccccc1)Nc1ccccc1,5.457311153411865
CC(Cc1ccccc1)=NN,5.957606315612793
CC(=NO)Nc1ccccc1,5.54744815826416
O=C(O)Oc1ccccc1,5.8777265548706055
CN(=O)=O,5.912569522857666
NC(=O)Nc1ccccc1,5.441920280456543
CC(C)=Cc1ccccc1,5.909136772155762
CC(=O)N=Cc1ccccc1,5.595335483551025
CN(N)=Nc1ccccc1,5.44660758972168
CC(=O)NN=C1ccccc1,5.670228481292725
CCC(Cc1ccccc1)C(=O)O,6.130321502685547
CC(O)=NN=C(N)NCc1ccccc1,6.1196465492248535
CC(C)=NNc1ccccc1,5.62005090713501
CCCCC=CCC=CCC(=O)Nc1ccccc1,5.549353122711182
O=C1CCc2ccccc2O1,6.191938877105713
CCCCCCn1cccc1,5.9471259117126465
CC(=O)N(C)c1ccccc1,5.637778282165527
O=C(O)Oc1ccccc1,5.8777265548706055
CCCCNCc1ccccc1,6.111992835998535
O=C(Nc1ccccc1)Nc1ccccc1,5.446361541748047
CC(=O)NNCc1ccccc1,5.7611799240112305
C=Cc1ccccc1,5.8187994956970215
CNC(=O)Nc1ccccc1,5.4825615882873535
